 Format                 IAGA-2002                                    |
 Source of Data         Geoscience Australia                         |
 Station Name           Kakadu                                       |
 IAGA CODE              KDU                                          |
 Geodetic Latitude      -12.686                                      |
 Geodetic Longitude     132.472                                      |
 Elevation              14                                           |
 Reported               XYZG                                         |
 Sensor Orientation     ABZF                                         |
 Digital Sampling       1.0 seconds                                  |
 Data Interval Type     Average 1-Minute (00:30-01:29)               |
 Data Type              Definitive                                   |
 # D-conversion factor  10000                                        |
 # K9-limit             300                                          |
 # Format binary data.                                               |
 # A complete set is available on the INTERMAGNET CD-ROM/DVD.        |
 # Go to www.intermagnet.org for details on obtaining this product.  |
 # CONDITIONS OF USE: The Conditions of Use for data provided        |
 # through INTERMAGNET and acknowledgement templates can be found    |
 # at www.intermagnet.org                                            |
 # D conversion factor is a fixed value used to allow                |
 # Declination to be converted from minutes of arc to equivalent     |
 # nanoteslas. Set to H/3438*10000 where H is the annual mean        |
 # value of horizontal intensity.                                    |
DATE       TIME         DOY     KDUX      KDUY      KDUZ      KDUG   |
2017-09-28 00:00:00.000 271     35393.80   1846.00 -29584.70       .30
2017-09-28 00:01:00.000 271     35395.50   1846.10 -29584.80       .40
2017-09-28 00:02:00.000 271     35395.90   1846.30 -29584.70       .20
2017-09-28 00:03:00.000 271     35396.00   1844.90 -29584.80       .20
2017-09-28 00:04:00.000 271     35396.10   1844.20 -29585.00       .20
2017-09-28 00:05:00.000 271     35397.10   1844.50 -29584.60       .20
2017-09-28 00:06:00.000 271     35397.50   1844.50 -29584.40       .30
2017-09-28 00:07:00.000 271     35397.70   1844.10 -29584.30       .20
2017-09-28 00:08:00.000 271     35398.00   1844.20 -29584.00       .30
2017-09-28 00:09:00.000 271     35398.40   1844.20 -29583.80       .20
2017-09-28 00:10:00.000 271     35399.50   1845.20 -29583.50       .20
2017-09-28 00:11:00.000 271     35399.80   1845.70 -29583.20       .10
2017-09-28 00:12:00.000 271     35399.60   1845.00 -29583.30       .20
2017-09-28 00:13:00.000 271     35399.80   1844.10 -29583.60       .30
2017-09-28 00:14:00.000 271     35400.50   1844.60 -29583.30       .30
2017-09-28 00:15:00.000 271     35401.00   1845.00 -29582.90       .30
2017-09-28 00:16:00.000 271     35401.30   1844.10 -29583.10       .30
2017-09-28 00:17:00.000 271     35401.40   1843.70 -29583.10       .10
2017-09-28 00:18:00.000 271     35402.50   1844.20 -29582.80       .30
2017-09-28 00:19:00.000 271     35402.40   1844.00 -29582.80       .10
2017-09-28 00:20:00.000 271     35403.20   1844.00 -29582.60       .30
2017-09-28 00:21:00.000 271     35403.30   1843.50 -29582.50       .20
2017-09-28 00:22:00.000 271     35404.50   1842.70 -29582.50       .30
2017-09-28 00:23:00.000 271     35405.30   1842.60 -29582.60       .10
2017-09-28 00:24:00.000 271     35405.80   1842.90 -29582.20       .30
2017-09-28 00:25:00.000 271     35406.40   1842.70 -29582.00       .40
2017-09-28 00:26:00.000 271     35405.90   1842.60 -29581.90       .20
2017-09-28 00:27:00.000 271     35407.00   1843.60 -29581.20       .20
2017-09-28 00:28:00.000 271     35408.00   1843.10 -29581.30       .30
2017-09-28 00:29:00.000 271     35407.60   1842.70 -29581.40       .20
2017-09-28 00:30:00.000 271     35407.60   1843.00 -29581.10       .20
2017-09-28 00:31:00.000 271     35407.60   1844.00 -29580.60       .30
2017-09-28 00:32:00.000 271     35407.40   1844.30 -29580.30       .30
2017-09-28 00:33:00.000 271     35406.70   1845.00 -29580.10       .30
2017-09-28 00:34:00.000 271     35406.40   1845.60 -29579.80       .30
2017-09-28 00:35:00.000 271     35405.80   1846.00 -29579.70       .20
2017-09-28 00:36:00.000 271     35405.70   1846.40 -29579.60       .30
2017-09-28 00:37:00.000 271     35406.10   1846.90 -29579.50       .10
2017-09-28 00:38:00.000 271     35406.30   1846.80 -29579.60       .20
2017-09-28 00:39:00.000 271     35406.80   1846.70 -29579.60       .20
2017-09-28 00:40:00.000 271     35406.90   1846.10 -29579.80       .30
2017-09-28 00:41:00.000 271     35407.10   1845.60 -29579.80       .30
2017-09-28 00:42:00.000 271     35407.70   1845.50 -29579.60       .20
2017-09-28 00:43:00.000 271     35407.90   1845.00 -29579.40       .30
2017-09-28 00:44:00.000 271     35408.20   1844.50 -29579.20       .20
2017-09-28 00:45:00.000 271     35408.90   1844.00 -29579.20       .30
2017-09-28 00:46:00.000 271     35409.40   1844.20 -29578.90       .30
2017-09-28 00:47:00.000 271     35409.30   1843.70 -29578.50       .20
2017-09-28 00:48:00.000 271     35408.70   1842.60 -29578.40       .30
2017-09-28 00:49:00.000 271     35408.30   1843.00 -29577.80       .30
2017-09-28 00:50:00.000 271     35407.60   1842.70 -29577.30       .20
2017-09-28 00:51:00.000 271     35407.50   1842.20 -29577.00       .40
2017-09-28 00:52:00.000 271     35406.80   1842.40 -29576.60       .10
2017-09-28 00:53:00.000 271     35405.80   1842.40 -29576.20       .20
2017-09-28 00:54:00.000 271     35405.40   1842.30 -29575.70       .20
2017-09-28 00:55:00.000 271     35405.10   1842.40 -29575.40       .10
2017-09-28 00:56:00.000 271     35404.20   1842.20 -29575.20       .10
2017-09-28 00:57:00.000 271     35403.10   1842.00 -29574.90       .10
2017-09-28 00:58:00.000 271     35402.00   1841.80 -29574.40       .10
2017-09-28 00:59:00.000 271     35401.40   1841.50 -29574.20       .30
2017-09-28 01:00:00.000 271     35400.40   1841.00 -29574.20       .20
2017-09-28 01:01:00.000 271     35398.70   1840.90 -29573.80       .20
2017-09-28 01:02:00.000 271     35398.30   1841.90 -29573.10       .20
2017-09-28 01:03:00.000 271     35398.80   1842.40 -29572.70       .20
2017-09-28 01:04:00.000 271     35399.20   1843.00 -29572.60       .30
2017-09-28 01:05:00.000 271     35398.30   1844.20 -29572.50       .20
2017-09-28 01:06:00.000 271     35397.50   1844.70 -29572.10       .30
2017-09-28 01:07:00.000 271     35397.60   1845.30 -29571.90       .20
2017-09-28 01:08:00.000 271     35396.90   1845.10 -29572.10       .40
2017-09-28 01:09:00.000 271     35396.70   1845.30 -29572.20       .20
2017-09-28 01:10:00.000 271     35396.80   1845.90 -29572.20       .20
2017-09-28 01:11:00.000 271     35395.80   1845.70 -29572.20       .20
2017-09-28 01:12:00.000 271     35396.70   1845.10 -29572.50       .20
2017-09-28 01:13:00.000 271     35396.10   1845.50 -29572.80       .20
2017-09-28 01:14:00.000 271     35396.50   1846.00 -29572.60       .10
2017-09-28 01:15:00.000 271     35396.20   1846.10 -29572.70       .30
2017-09-28 01:16:00.000 271     35395.30   1846.40 -29572.60       .40
2017-09-28 01:17:00.000 271     35394.10   1846.40 -29572.50       .20
2017-09-28 01:18:00.000 271     35395.30   1846.30 -29572.50       .20
2017-09-28 01:19:00.000 271     35396.90   1845.80 -29573.30       .20
2017-09-28 01:20:00.000 271     35397.60   1845.70 -29573.70       .20
2017-09-28 01:21:00.000 271     35397.00   1845.00 -29574.10       .20
2017-09-28 01:22:00.000 271     35397.30   1845.20 -29573.90       .10
2017-09-28 01:23:00.000 271     35398.30   1845.40 -29573.80       .20
2017-09-28 01:24:00.000 271     35399.60   1846.30 -29573.60       .20
2017-09-28 01:25:00.000 271     35399.30   1846.90 -29573.40       .20
2017-09-28 01:26:00.000 271     35398.70   1847.50 -29573.10       .30
2017-09-28 01:27:00.000 271     35397.80   1847.90 -29572.80       .30
2017-09-28 01:28:00.000 271     35397.20   1847.90 -29572.50       .20
2017-09-28 01:29:00.000 271     35397.30   1847.50 -29572.60       .30
2017-09-28 01:30:00.000 271     35397.60   1848.20 -29572.30       .10
2017-09-28 01:31:00.000 271     35397.00   1849.00 -29571.90       .20
2017-09-28 01:32:00.000 271     35396.30   1848.90 -29571.70       .30
2017-09-28 01:33:00.000 271     35396.10   1849.10 -29571.40       .20
2017-09-28 01:34:00.000 271     35395.80   1848.60 -29571.30       .40
2017-09-28 01:35:00.000 271     35395.60   1847.70 -29571.30       .30
2017-09-28 01:36:00.000 271     35395.90   1848.00 -29571.10       .20
2017-09-28 01:37:00.000 271     35395.70   1848.30 -29570.70       .20
2017-09-28 01:38:00.000 271     35395.40   1847.60 -29570.50       .30
2017-09-28 01:39:00.000 271     35395.20   1846.70 -29570.70       .30
2017-09-28 01:40:00.000 271     35395.50   1846.70 -29570.40       .20
2017-09-28 01:41:00.000 271     35394.80   1846.90 -29569.90       .20
2017-09-28 01:42:00.000 271     35394.70   1846.60 -29569.70       .30
2017-09-28 01:43:00.000 271     35395.70   1846.60 -29569.50       .20
2017-09-28 01:44:00.000 271     35395.40   1846.60 -29569.40       .20
2017-09-28 01:45:00.000 271     35394.00   1846.60 -29569.10       .10
2017-09-28 01:46:00.000 271     35392.40   1846.80 -29568.40       .10
