 Format                 IAGA-2002                                    |
 Source of Data         Geoscience Australia                         |
 Station Name           Kakadu                                       |
 IAGA CODE              KDU                                          |
 Geodetic Latitude      -12.686                                      |
 Geodetic Longitude     132.472                                      |
 Elevation              14                                           |
 Reported               XYZG                                         |
 Sensor Orientation     ABZF                                         |
 Digital Sampling       1.0 seconds                                  |
 Data Interval Type     Average 1-Minute (00:30-01:29)               |
 Data Type              Definitive                                   |
 # D-conversion factor  10000                                        |
 # K9-limit             300                                          |
 # Format binary data.                                               |
 # A complete set is available on the INTERMAGNET CD-ROM/DVD.        |
 # Go to www.intermagnet.org for details on obtaining this product.  |
 # CONDITIONS OF USE: The Conditions of Use for data provided        |
 # through INTERMAGNET and acknowledgement templates can be found    |
 # at www.intermagnet.org                                            |
 # D conversion factor is a fixed value used to allow                |
 # Declination to be converted from minutes of arc to equivalent     |
 # nanoteslas. Set to H/3438*10000 where H is the annual mean        |
 # value of horizontal intensity.                                    |
DATE       TIME         DOY     KDUX      KDUY      KDUZ      KDUG   |
2017-09-08 00:00:00.000 251     35278.80   1805.50 -29567.50       .20
2017-09-08 00:01:00.000 251     35277.40   1805.30 -29565.70       .20
2017-09-08 00:02:00.000 251     35276.30   1806.50 -29563.50       .20
2017-09-08 00:03:00.000 251     35273.50   1804.80 -29562.30       .30
2017-09-08 00:04:00.000 251     35272.00   1802.80 -29561.50       .20
2017-09-08 00:05:00.000 251     35271.60   1801.60 -29561.00       .10
2017-09-08 00:06:00.000 251     35272.10   1804.30 -29559.70       .10
2017-09-08 00:07:00.000 251     35273.70   1806.70 -29557.80       .10
2017-09-08 00:08:00.000 251     35273.00   1808.00 -29557.90       .20
2017-09-08 00:09:00.000 251     35273.90   1810.70 -29556.80       .20
2017-09-08 00:10:00.000 251     35273.10   1810.40 -29557.10       .30
2017-09-08 00:11:00.000 251     35272.30   1812.10 -29556.60       .20
2017-09-08 00:12:00.000 251     35271.80   1813.60 -29556.20       .10
2017-09-08 00:13:00.000 251     35271.60   1812.40 -29556.20       .10
2017-09-08 00:14:00.000 251     35267.90   1809.60 -29557.00       .10
2017-09-08 00:15:00.000 251     35264.10   1805.40 -29557.20       .20
2017-09-08 00:16:00.000 251     35262.40   1803.70 -29556.50       .20
2017-09-08 00:17:00.000 251     35259.60   1801.80 -29555.70       .20
2017-09-08 00:18:00.000 251     35258.20   1802.00 -29554.40       .10
2017-09-08 00:19:00.000 251     35258.80   1803.60 -29553.20       .10
2017-09-08 00:20:00.000 251     35260.60   1806.70 -29551.80       .10
2017-09-08 00:21:00.000 251     35263.00   1806.70 -29552.20       .10
2017-09-08 00:22:00.000 251     35264.20   1803.00 -29554.00       .10
2017-09-08 00:23:00.000 251     35262.00   1798.60 -29555.60       .20
2017-09-08 00:24:00.000 251     35262.20   1796.60 -29555.70       .20
2017-09-08 00:25:00.000 251     35259.40   1793.90 -29555.70       .30
2017-09-08 00:26:00.000 251     35254.30   1791.60 -29555.40       .30
2017-09-08 00:27:00.000 251     35251.30   1792.70 -29553.80       .20
2017-09-08 00:28:00.000 251     35253.90   1794.20 -29552.30       .30
2017-09-08 00:29:00.000 251     35252.50   1791.20 -29552.80       .10
2017-09-08 00:30:00.000 251     35249.40   1790.10 -29552.90       .10
2017-09-08 00:31:00.000 251     35241.70   1791.60 -29551.20       .10
2017-09-08 00:32:00.000 251     35241.50   1796.10 -29548.50       .20
2017-09-08 00:33:00.000 251     35240.30   1800.00 -29547.10       .30
2017-09-08 00:34:00.000 251     35239.50   1802.90 -29546.10       .20
2017-09-08 00:35:00.000 251     35236.40   1803.40 -29547.10       .20
2017-09-08 00:36:00.000 251     35236.70   1806.20 -29546.30       .00
2017-09-08 00:37:00.000 251     35238.30   1809.40 -29546.30       .10
2017-09-08 00:38:00.000 251     35239.10   1811.60 -29546.50       .00
2017-09-08 00:39:00.000 251     35239.40   1811.90 -29547.50       .10
2017-09-08 00:40:00.000 251     35236.20   1810.60 -29549.00       .10
2017-09-08 00:41:00.000 251     35235.30   1812.80 -29548.30       .00
2017-09-08 00:42:00.000 251     35230.60   1812.20 -29548.50       .00
2017-09-08 00:43:00.000 251     35232.50   1814.60 -29547.80       .10
2017-09-08 00:44:00.000 251     35233.40   1816.80 -29547.90       .00
2017-09-08 00:45:00.000 251     35234.10   1820.20 -29547.80       .00
2017-09-08 00:46:00.000 251     35237.50   1822.60 -29547.70       .10
2017-09-08 00:47:00.000 251     35236.70   1824.00 -29548.90       .00
2017-09-08 00:48:00.000 251     35238.50   1828.00 -29548.40       .00
2017-09-08 00:49:00.000 251     35242.40   1831.70 -29548.30       .00
2017-09-08 00:50:00.000 251     35242.70   1831.70 -29549.70       .00
2017-09-08 00:51:00.000 251     35241.40   1835.70 -29549.70      -.10
2017-09-08 00:52:00.000 251     35243.20   1838.40 -29549.40       .00
2017-09-08 00:53:00.000 251     35246.30   1842.60 -29549.90       .00
2017-09-08 00:54:00.000 251     35248.80   1845.20 -29550.60       .10
2017-09-08 00:55:00.000 251     35250.70   1847.00 -29551.30       .00
2017-09-08 00:56:00.000 251     35248.50   1846.40 -29552.60      -.10
2017-09-08 00:57:00.000 251     35248.90   1846.40 -29553.10       .00
2017-09-08 00:58:00.000 251     35246.20   1846.80 -29553.10       .00
2017-09-08 00:59:00.000 251     35243.50   1844.00 -29553.30       .00
2017-09-08 01:00:00.000 251     35241.10   1842.10 -29553.70       .00
2017-09-08 01:01:00.000 251     35238.80   1840.20 -29553.40       .00
2017-09-08 01:02:00.000 251     35234.10   1837.40 -29553.70       .00
2017-09-08 01:03:00.000 251     35234.80   1836.50 -29553.00       .00
2017-09-08 01:04:00.000 251     35235.10   1834.30 -29553.40       .00
2017-09-08 01:05:00.000 251     35234.30   1833.10 -29553.90       .10
2017-09-08 01:06:00.000 251     35236.20   1832.80 -29553.60      -.10
2017-09-08 01:07:00.000 251     35237.60   1831.90 -29554.50       .10
2017-09-08 01:08:00.000 251     35236.20   1831.70 -29554.50       .00
2017-09-08 01:09:00.000 251     35239.20   1831.00 -29555.00       .00
2017-09-08 01:10:00.000 251     35241.10   1831.50 -29555.60       .10
2017-09-08 01:11:00.000 251     35247.30   1832.40 -29556.20       .00
2017-09-08 01:12:00.000 251     35251.90   1832.20 -29557.50       .10
2017-09-08 01:13:00.000 251     35255.20   1832.00 -29558.60       .00
2017-09-08 01:14:00.000 251     35258.20   1831.50 -29559.30       .20
2017-09-08 01:15:00.000 251     35258.70   1830.90 -29559.90       .00
2017-09-08 01:16:00.000 251     35259.80   1830.30 -29559.80       .00
2017-09-08 01:17:00.000 251     35263.80   1828.30 -29560.30       .00
2017-09-08 01:18:00.000 251     35263.40   1825.80 -29561.50       .00
2017-09-08 01:19:00.000 251     35265.00   1824.30 -29561.10       .30
2017-09-08 01:20:00.000 251     35267.40   1822.20 -29561.70  99999.00
2017-09-08 01:21:00.000 251     35261.80   1820.20 -29561.40       .00
2017-09-08 01:22:00.000 251     35259.30   1820.70 -29559.60       .00
2017-09-08 01:23:00.000 251     35255.70   1821.70 -29558.00       .10
2017-09-08 01:24:00.000 251     35254.30   1822.70 -29556.50       .20
2017-09-08 01:25:00.000 251     35254.10   1825.20 -29555.40       .00
2017-09-08 01:26:00.000 251     35257.20   1827.60 -29554.60       .10
2017-09-08 01:27:00.000 251     35259.70   1827.20 -29555.40       .00
2017-09-08 01:28:00.000 251     35260.80   1826.60 -29556.50       .10
2017-09-08 01:29:00.000 251     35262.30   1826.60 -29557.00       .00
2017-09-08 01:30:00.000 251     35263.10   1826.30 -29557.30       .30
2017-09-08 01:31:00.000 251     35264.70   1825.10 -29557.70       .10
2017-09-08 01:32:00.000 251     35267.90   1823.80 -29558.50       .20
2017-09-08 01:33:00.000 251     35271.60   1825.70 -29558.80       .10
2017-09-08 01:34:00.000 251     35272.80   1828.80 -29557.80       .20
2017-09-08 01:35:00.000 251     35272.40   1830.10 -29557.10       .00
2017-09-08 01:36:00.000 251     35272.90   1829.50 -29557.40       .00
2017-09-08 01:37:00.000 251     35272.60   1830.20 -29557.30       .20
2017-09-08 01:38:00.000 251     35274.00   1830.10 -29557.20       .00
2017-09-08 01:39:00.000 251     35276.70   1829.70 -29557.90       .00
2017-09-08 01:40:00.000 251     35278.70   1830.10 -29558.40       .00
2017-09-08 01:41:00.000 251     35278.90   1831.40 -29558.20       .20
2017-09-08 01:42:00.000 251     35280.30   1832.40 -29557.90       .20
2017-09-08 01:43:00.000 251     35282.10   1832.50 -29558.00       .00
2017-09-08 01:44:00.000 251     35282.20   1832.70 -29558.40       .00
2017-09-08 01:45:00.000 251     35281.80   1833.50 -29558.10       .20
2017-09-08 01:46:00.000 251     35282.30   1835.30 -29557.40       .10
