 Format                 IAGA-2002                                    |
 Source of Data         WDC for Geomagnetism, Kyoto, Japan           |
 Station Name           Equatorial Dst index                         |
 IAGA CODE              Dst                                          |
 Geodetic Latitude                                                   |
 Geodetic Longitude                                                  |
 Elevation                                                           |
 Reported               Dst                                          |
 Sensor Orientation                                                  |
 Digital Sampling                                                    |
 Data Interval Type     1-hour                                       |
 Data Type              Quicklook                                    |
 # Converted to IAGA2002 format by the International Service of      |
 #  Geomagnetic indices (ISGI, http://isgi.unistra.fr)               |
 # The values in the raw of 00:00:00.000 are the mean values         |
 #  between 00:00UT and 01:00UT, etc.                                |
 # Missing values are indicated by value 9999                        |
 # Dst: Disturbed Storm Time, unit 1 nT                              |
 #                                                                   |
 # DOI citation:  http://dx.doi.org/10.17593/14515-74000             |
 #                                                                   |
 # For more information on Dst index, please visit                   |
 #  World Data Center for Geomagnetism (Kyoto) website :             |
 #  http://wdc.kugi.kyoto-u.ac.jp/                                   |
DATE       TIME         DOY    Dst                                   |
2017-09-06 14:00:00.000 249    -15
2017-09-06 15:00:00.000 249    -15
2017-09-06 16:00:00.000 249    -10
2017-09-06 17:00:00.000 249    -10
2017-09-06 18:00:00.000 249    -11
2017-09-06 19:00:00.000 249    -11
2017-09-06 20:00:00.000 249    -11
2017-09-06 21:00:00.000 249    -11
2017-09-06 22:00:00.000 249    -10
2017-09-06 23:00:00.000 249     -2
2017-09-07 00:00:00.000 250     25
2017-09-07 01:00:00.000 250     32
2017-09-07 02:00:00.000 250     29
2017-09-07 03:00:00.000 250     20
2017-09-07 04:00:00.000 250      3
2017-09-07 05:00:00.000 250     -5
2017-09-07 06:00:00.000 250     -2
2017-09-07 07:00:00.000 250    -16
2017-09-07 08:00:00.000 250    -23
2017-09-07 09:00:00.000 250    -23
2017-09-07 10:00:00.000 250    -22
2017-09-07 11:00:00.000 250    -21
2017-09-07 12:00:00.000 250    -12
2017-09-07 13:00:00.000 250     -8
2017-09-07 14:00:00.000 250     -8
2017-09-07 15:00:00.000 250    -11
2017-09-07 16:00:00.000 250    -10
2017-09-07 17:00:00.000 250    -10
2017-09-07 18:00:00.000 250    -11
2017-09-07 19:00:00.000 250     -7
2017-09-07 20:00:00.000 250     -8
2017-09-07 21:00:00.000 250    -17
2017-09-07 22:00:00.000 250    -43
2017-09-07 23:00:00.000 250    -84
2017-09-08 00:00:00.000 251   -125
2017-09-08 01:00:00.000 251   -142
2017-09-08 02:00:00.000 251   -128
2017-09-08 03:00:00.000 251   -114
2017-09-08 04:00:00.000 251   -124
2017-09-08 05:00:00.000 251   -110
2017-09-08 06:00:00.000 251   -108
2017-09-08 07:00:00.000 251   -108
2017-09-08 08:00:00.000 251    -90
2017-09-08 09:00:00.000 251    -73
2017-09-08 10:00:00.000 251    -63
2017-09-08 11:00:00.000 251    -63
2017-09-08 12:00:00.000 251    -96
2017-09-08 13:00:00.000 251   -120
2017-09-08 14:00:00.000 251   -122
2017-09-08 15:00:00.000 251   -118
2017-09-08 16:00:00.000 251   -110
2017-09-08 17:00:00.000 251   -124
2017-09-08 18:00:00.000 251   -114
2017-09-08 19:00:00.000 251   -113
2017-09-08 20:00:00.000 251   -104
2017-09-08 21:00:00.000 251   -102
2017-09-08 22:00:00.000 251   -102
2017-09-08 23:00:00.000 251    -98
2017-09-09 00:00:00.000 252    -93
2017-09-09 01:00:00.000 252    -92
2017-09-09 02:00:00.000 252    -81
2017-09-09 03:00:00.000 252    -76
2017-09-09 04:00:00.000 252    -71
2017-09-09 05:00:00.000 252    -71
2017-09-09 06:00:00.000 252    -70
2017-09-09 07:00:00.000 252    -69
2017-09-09 08:00:00.000 252    -68
2017-09-09 09:00:00.000 252    -64
2017-09-09 10:00:00.000 252    -64
2017-09-09 11:00:00.000 252    -62
